No.,Jenis Barang,No. Inventaris,Tanggal Perolehan,Th. Pembelian,Harga Pembelian,Nilai Penyusutan 10%,Nilai Penyusutan Th.Lalu,Nilai Buku,Keberadaan,Sumber Dana,Keadaan
1346,Tripod Gantung LCD Proyektor,BMD/INV/70/1/18/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas F2.2,YPTSH,Baik
1347,Tripod Gantung LCD Proyektor,BMD/INV/70/1/19/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas F2.3,YPTSH,Baik
1348,Tripod Gantung LCD Proyektor,BMD/INV/70/1/20/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas F2.4,YPTSH,Baik
1349,Tripod Gantung LCD Proyektor,BMD/INV/70/1/21/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas A2.1,YPTSH,Baik
1350,Tripod Gantung LCD Proyektor,BMD/INV/70/1/22/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas A2.2,YPTSH,Baik
1351,Tripod Gantung LCD Proyektor,BMD/INV/70/1/23/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas A2.3,YPTSH,Baik
1352,Tripod Gantung LCD Proyektor,BMD/INV/70/1/24/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas G2.1,YPTSH,Baik
1353,Tripod Gantung LCD Proyektor,BMD/INV/70/1/25/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas G2.2,YPTSH,Baik
1354,Tripod Gantung LCD Proyektor,BMD/INV/70/1/26/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas G2.3,YPTSH,Baik
1355,Tripod Gantung LCD Proyektor,BMD/INV/70/1/27/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas G2.4,YPTSH,Baik
1356,Tripod Gantung LCD Proyektor,BMD/INV/70/1/28/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas G2.5,YPTSH,Baik
1357,Tripod Gantung LCD Proyektor,BMD/INV/70/1/29/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas G2.6,YPTSH,Baik
1358,Tripod Gantung LCD Proyektor,BMD/INV/70/1/30/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas G2.7,YPTSH,Baik
1359,Tripod Gantung LCD Proyektor,BMD/INV/70/1/31/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas G2.8,YPTSH,Baik

